id,start_time,geom,goal
106,2024-01-01 00:01:24,"LINESTRING (-3.3088754522360637 18.72527022011382, -3.546438150612934 17.44670572699625, -3.783611921569391 16.171496774966666, -4.021073327269062 14.891779556915676, -4.258099093122542 13.615897721274562, -4.495310388514005 12.33568270295148, -4.732556261095723 11.05950005551312, -4.9694514828343115 9.779221136084516, -5.206530212617907 8.503067639536187, -5.443348428562866 7.2228462788186505, -5.67983958621588 5.948871364648708, -5.98624857857312 4.8475358617065645, -7.101798884413472 3.2742712124386784, -7.261455563164499 1.9947196437273353, -7.47940643019519 0.7018396956139181, -7.635548726406187 -0.5780969696878249, -7.862020668843755 -1.8689061765794497, -8.1757309219593 -3.1742399123333684, -8.53065150910544 -4.7247386033518115, -8.499061166069959 -5.855805429738613, -8.88414856751522 -7.3293591217267435, -8.824631046644962 -8.434770336507125, -9.253969065704588 -9.902329289883541, -9.137901427571832 -11.013371172311036, -9.639257913760419 -12.47147170359438, -9.423241855635867 -13.58881634500894, -10.05745177122602 -15.02900753847419, -9.7283805210471 -16.20070404730942, -10.384157916107958 -17.54581666257474, -10.042906437812633 -18.813900544927602)",POINT (-10.490262588324734 -20)
107,2024-01-01 00:01:27,"LINESTRING (-0.1374213026934689 -18.84173487985165, -0.3941050470421827 -17.461757188365393, -0.5623526166954342 -16.303611412875142, -0.8701933985179509 -14.901143723848438, -1.0429455162013177 -13.748315325257893, -1.3542623017254214 -12.346564686540393, -1.523311748594142 -11.192816077205903, -1.8383899288223209 -9.791855699793372, -1.9619630422412067 -8.656836638962277, -1.8272027325971563 -6.910081329071076, -2.3407331084013263 -5.9247189447847015, -2.335367684006915 -4.38603194770827, -2.6475035429873843 -3.795602792706084, -2.852694274796802 -2.2109087133631227, -3.154263099071512 -1.2534317184354171, -3.3640928315662006 0.338501918928132, -3.681994791568941 1.2924085234225373, -3.876106714942071 2.8874918718298703, -4.211051197418866 3.8376661769957656, -4.372106388474264 5.444451315981973, -4.759438387184347 6.340332767793025, -5.235982046618297 7.958948811855958, -5.23276611451151 8.906663938194553, -5.742983102233149 10.50903631486091, -5.6328451741471275 11.409785468230076, -5.01213955377248 12.203732637123544, -3.416540681085868 13.220352540307942, -2.8025081880692566 14.428093981529083, -3.1822986109379987 15.524857894118824, -4.5203075408421824 16.335584584000106, -4.916951391941428 17.483700942375506, -6.2716849094133575 18.345348818732592, -6.647680592727963 19.412111911465818)",POINT (-7.440230640379296 20)
108,2024-01-01 00:01:27,"LINESTRING (-18.832969542027133 9.32349965229313, -17.666070216769274 9.896235334498659, -16.529501923387556 10.480125538164488, -15.535271316493924 11.801377577702388, -14.303038478485089 12.151365009636269, -13.16908421326259 12.879028742663003, -11.922724610899019 13.198983464537138, -10.793308803979997 13.946188285791054, -9.423596353642326 14.157506815012445, -8.232801468011072 14.974062901603425, -6.75678372183561 15.28412310050247, -5.8048680216469 16.150192459497813, -4.928630400594677 16.01912951616903, -3.2379966359275167 16.468375905235582, -2.4872431979374836 17.259126278942574, -0.9184613641553667 17.64425290721096, -0.1920063996354567 18.568346552391258, 1.300921596182449 18.850163705480448, 2.1163437827721343 19.867498280839165, 3.36932569592388 19.98564350701111)",POINT (2.921511870038838 20)
109,2024-01-01 00:01:28,"LINESTRING (-14.5607758087301 -18.720275150232123, -14.332859736532177 -17.44028625361342, -14.101314016633482 -16.159092613614963, -13.876086731840012 -14.880029119293784, -13.645257132971919 -13.599211217143997, -13.421571003693206 -12.328403446919488, -12.737417790204104 -11.94527245591069, -12.50754989114713 -10.671285217749018, -12.331565152960998 -9.376604537545747, -12.099883222277237 -8.10343617035695, -11.92656817737421 -6.808343436245948, -11.692080084595819 -5.536349097967539, -11.456778963807542 -4.72320918349449, -10.25784220746868 -3.642849580568252, -10.032156594577886 -2.3327461816930706, -10.336398565811143 -1.0567613579343909, -9.746822580453578 0.324047184057549, -10.076663502654002 1.5085997021360598, -9.425257436495901 2.8859068513841644, -9.533108447653442 3.8379172292349777, -9.114098921587042 5.468501879101684, -9.275673350493523 6.425119542526304, -8.80839867445696 8.050368236436707, -9.029231476505519 9.01236718523733, -8.492369397275267 10.626975103393944, -8.753969035520578 11.639537437125279, -8.175217932828481 13.194142787789726, -8.478020920601274 14.276665110179886, -7.859258222676076 15.747409903511635, -8.193791825712797 16.916118006071677, -7.541833283373927 18.24863467712636, -7.837818452808201 19.26271341182648)",POINT (-7.668179492003589 20)
110,2024-01-01 00:01:29,"LINESTRING (-17.773487470336725 -18.722985867969367, -18.01096988061289 -17.444401328116307, -18.25048612643467 -16.167206432455256, -18.48750930915829 -14.888476127946731, -18.727386443062926 -13.611329140677581, -18.963887152787564 -12.332511967700897, -19.20995543379319 -11.055881965006588, -19.440978403607875 -9.779659628995192)",POINT (-20 -6.781873354558203)
111,2024-01-01 00:01:29,"LINESTRING (-18.748070370092538 16.98404572578483, -17.496147614488166 16.633811626836792, -16.24424282043562 16.283599124416583, -14.992605915411067 15.933669901588674, -13.741472669693216 15.584056455063243, -12.495977921365327 15.237144086207621, -11.247893279037845 14.887006643352263, -10.011249695237115 14.536000078199502, -8.75320225530964 14.184115562315238, -7.511988951647379 13.83230703580755, -6.257387073124514 13.475828561638682, -5.009759828980096 13.121623757086578, -3.6697518526726642 12.7792387017062, -2.394660517577557 12.849163849808509, -1.1602928295884543 12.036447299432695, 0.1133651420317883 12.151813730143097, 1.3302471100199882 11.28528056541148, 2.6170451814602913 11.416300275708586, 3.8200367791122853 10.550837936518013, 5.1205478563646265 10.680609213670094, 6.30971336764826 9.81659874167445, 7.623916467775152 9.944740274855567, 8.798557780235326 9.082668443441321, 9.799960104347441 9.205476428510355, 11.318497191539528 8.472380425497652, 12.317100670199174 8.530565489485246, 13.795946045260976 7.711614463153864, 14.875007542447804 7.809272868909696, 16.232709973473124 6.94653592378673, 16.79962907255537 5.471702808179902, 18.15245063695485 4.615220171677192, 19.33190929101632 4.743595545914678)",POINT (20 6.143714733008909)
112,2024-01-01 00:01:33,"LINESTRING (18.710894563858297 -13.217856616476602, 17.420424316082112 -13.380075836547196, 16.131186220451415 -13.542658879052498, 14.84093323556865 -13.704537598280904, 13.553779374297442 -13.858516454849404, 12.260638540699698 -14.028486719450223, 10.97401065638988 -14.182976711507756, 9.680236778815937 -14.35265546834957, 8.393287753476057 -14.504330391266903, 7.117118022251148 -14.688958326387366, 5.765392862582589 -14.946542167366376, 4.974611228852809 -15.074814224902802, 5.1743466086478485 -15.065696159366734, 4.375161590104705 -15.103032779104446, 2.608355037042762 -15.242633961067826, 1.7860646039533308 -15.42858561595261, 0.0269305296900895 -15.557954668174416, -0.7934239723251675 -15.754687640999634, -2.5540920194706667 -15.87177417779283, -3.372669148760121 -16.082602665622332, -5.135368877763013 -16.18338789379204, -5.951551604821079 -16.413342176019096, -7.717062605130973 -16.49147387527611, -8.529818923597436 -16.748831756395955, -10.299481923243086 -16.793377233205902, -11.106909963152571 -17.09323305726859, -12.866732330398676 -17.08821998285683, -13.69590947576911 -17.449129674886272, -15.421513997141398 -17.366848708672073, -16.306978212939462 -17.826936866717034, -17.813330212220073 -17.503125566717706, -18.35916089788655 -17.45752067586989, -18.383050470741114 -16.55893426426288, -17.770515612359326 -16.431686911258172, -18.03583446255334 -16.78336843224177, -19.212764011070036 -17.54610461468006)",POINT (-20 -18.089743373103286)
113,2024-01-01 00:01:33,"LINESTRING (-18.701158262068045 10.497578434438672, -17.400048344680922 10.46103853926172, -16.101195448626996 10.483750254293053, -14.800132934256116 10.445097908913118, -13.503850632877864 10.471590699587003, -12.956516042305502 11.160712592005307, -11.556665607586211 12.372535867125485, -10.21576061748588 12.58609793666935, -8.966792249974446 12.174111748261023, -7.69111735538122 12.403062297742585, -7.032981665209757 11.845472745892922, -5.807515424047887 12.111373355437383, -4.449771868304562 11.682259030916526, -3.219046254741432 11.975681726753438, -1.8567173075487597 11.492177256507603, -0.6229623382735987 11.829897227407802, 0.7358527356044808 11.295123737740525, 1.9733110105401976 11.690678263143724, 3.3273238702566683 11.093048501132655, 4.57714985418508 11.48997647747242, 5.91049625551995 10.890398387660927, 7.1382181305542325 11.285226381621943, 8.500666401460917 10.69724010859106, 9.747226823406102 11.102516140524518, 11.08934474442081 10.512368260563361, 12.354662700332184 10.919266901763644, 13.677312811128136 10.327810383706314, 14.965498831333093 10.735759802423294, 16.17570844514412 10.14675401650674, 17.587451253010478 10.53722991581654, 18.782882007866043 9.951381537172415)",POINT (20 10.262125585697335)
114,2024-01-01 00:01:34,"LINESTRING (18.740780986002868 18.278700300644562, 17.442160110620726 18.25706045477386, 16.141358415465717 18.305337907813158, 14.861320819036479 18.34829374084628, 13.278863272966127 19.344424360610077, 11.947977782551483 19.37271640870339, 10.675014907549098 19.283604026412608, 9.244993564958646 19.32945772453107, 8.0743886068377 19.222270751153516, 6.645558985885035 19.27482263108913, 5.4752208428342275 19.159585776108585, 4.053131437739648 19.219526765899605, 3.3158823668994835 18.550774599020205, 1.9370447903193422 18.649071445765323, 0.7158622690267573 18.54877484708341, -0.6629347128229219 18.659537094714103, -1.8841353275228987 18.545093454036902, -3.2629045938563888 18.6720320170779, -4.484126809853915 18.538902306170698, -5.8628697701559815 18.687729030556223, -7.084158675810761 18.528781990440372, -8.462764214832884 18.709255165393614, -9.688246752038697 18.530077127061247, -11.15116186646914 18.831015556472384, -12.2844541684359 18.483510219464282, -12.729679595684864 18.86165216310711)",POINT (-20 18.632153367401937)
115,2024-01-01 00:01:36,"LINESTRING (-6.478121246010972 18.9153109125635, -5.6266063080922235 18.23018745203641, -5.596033889212519 16.97405315060188, -6.15906698765248 16.52267501708882, -6.114488826073826 15.27706231073308, -5.971595977172871 13.93669670989122, -5.638559073745354 13.358501405759528, -4.918341841533553 11.858302092416112, -3.518952765876831 10.429417837155167, -3.115794155317499 8.913787628606253, -3.5518464100843206 7.816252949792403, -3.006827536945746 6.525070544448048, -3.4611136699041247 5.196612077219843, -3.0200736160483617 3.9814431536281, -3.5765516099958856 2.6958629787570407, -3.1333562661086014 1.384724681454684, -3.6231105418505787 0.0959638341431035, -3.117795091801887 -1.2152308696557423, -3.6122473641337423 -2.5048732815575674, -3.1069108861126784 -3.8150693955042287, -3.6013802903804337 -5.105562775105742, -3.096027073865181 -6.41489035154696, -3.5905078347120245 -7.705996574792254, -3.085142786269757 -9.014662913270742, -3.579627770786219 -10.306011295968354, -3.0742582387251214 -11.614416808537495, -3.5687327800284563 -12.905163641710413, -3.063372485743019 -14.214084674815458, -3.5577927553487454 -15.502057579950057, -3.0524861927879714 -16.81340271318414, -3.546563534988864 -18.089650682667777, -3.041637961002712 -19.410543623310357)",POINT (-3.5027913746845902 -20)
116,2024-01-01 00:01:36,"LINESTRING (-18.700320745293663 2.919656627291711, -17.400643578574094 2.8907834111176145, -16.101180643712762 2.8617865449981683, -14.819861380127477 2.8063709673819406, -13.499086098404076 2.7963042045035955, -12.22017527142599 2.7489644075403925, -10.899700271005493 2.7407612453893595, -9.621256343671671 2.694430556017703, -8.297880535405104 2.76944555419447, -6.925130662386708 2.3173106790810136, -5.639723720278557 2.7261298771015614, -4.325405669544944 2.245385568695993, -3.0444436707638434 2.690305792584684, -1.7556231115879604 2.1352568954358695, -0.2105187289377675 2.5468095717522488, 0.8575938496253597 2.0794545061333514, 2.371311183924557 2.5073292443443966, 3.463650035771841 2.028319108645571, 4.952007648052544 2.4675513926730277, 6.070569917916637 1.977670441014445, 7.5306632433876475 2.4276599794001155, 8.660877719124386 1.9336262423852304, 9.979860101946715 2.252650458974667, 11.437599829698826 1.8017941363059844, 12.510113060177495 2.273759868964565, 13.59136944061463 1.7457638236892066, 14.93535760156629 2.1826366873893974, 16.1710351882067 1.7056039126713607, 17.501822175946767 2.2240379640316545, 18.777091651070965 1.744014301819187)",POINT (20 2.059915672178692)
117,2024-01-01 00:01:38,"LINESTRING (18.700014655630902 -11.842156494625515, 17.400047121002466 -11.848101112256726, 16.10004019275222 -11.854113762453025, 14.800175512553494 -11.859900047098874, 13.505058386221608 -11.853751262806888, 12.16709874711914 -11.426195876121163, 10.55965052271748 -11.693123067668216, 9.688443605958017 -11.283331161715202, 7.91971274616354 -11.314504981957406, 7.141660309410026 -11.322038936719478, 5.363758395130315 -11.346922885446642, 4.541559666755429 -11.387265473520728, 2.764537405637636 -11.413761692878124, 1.9424839458866214 -11.45654850605912, 0.1653971114464159 -11.480574852775352, -0.6565832377905783 -11.52615105601637, -2.4337531292253898 -11.547013636526929, -3.255638125432717 -11.596222342522694, -5.032917693585786 -11.61289410943394, -5.854690818926128 -11.66706772008605, -7.632354914773641 -11.678292443862805, -8.45376120202469 -11.739064407403873, -10.2313793859363 -11.742236110392819, -11.053327766918057 -11.816834694504173, -12.831008526548523 -11.801843791580774, -13.65211994901413 -11.896138352715056, -15.430508296371078 -11.852813942275318, -16.25034232041361 -11.991504899814359, -18.030274397782197 -11.872590217385257, -18.897373756775806 -12.16200925663996)",POINT (-20 -12.020607183704952)
118,2024-01-01 00:01:38,"LINESTRING (13.571297142322692 -18.709698635450536, 13.58583085745884 -17.402097268171318, 13.601351280226748 -16.105404861909985, 13.615003668219066 -14.799021720938274, 13.630355651669749 -13.524843584840903, 13.674475709727266 -12.242399410804712, 13.667692980768416 -10.925202405461917, 13.703026799738513 -9.639863433811495, 13.689387632912997 -8.322711091069774, 13.72732705898309 -7.036184342834553, 13.71038930232056 -5.720722753343156, 13.750938579101193 -4.434020139321249, 13.730207313209423 -3.1196506104423567, 13.774262624671444 -1.8325671692935714, 13.748995480221248 -0.5190164068240914, 13.797569327351809 0.7683560074544058, 13.764389628289608 2.0800731360010936, 13.819730694529385 3.36587355553418, 13.24598795378279 4.192480573868633, 13.436452270062478 5.66405857914066, 13.322442878673872 6.792618378436043, 13.511573255174913 8.276363816878629, 13.351001183111688 9.413746157746056, 13.62128863954098 10.863827899813066, 13.513819469506391 11.388004716327442, 13.908399429081006 11.04734243135609, 14.08583384944712 11.682819385838748, 13.98291191028138 13.278192330348473, 14.081279453121834 14.283661655281197, 13.9423058280899 15.880765715540761, 14.071103114421371 16.883947350591303, 13.820716647356427 18.477838533510564, 14.251760711155779 19.477229462111943)",POINT (13.924792475040446 20)
119,2024-01-01 00:01:39,"LINESTRING (10.762738921854702 -19.24690771408403, 10.714349130308484 -17.960979517058636, 10.627831246759627 -16.65218270910055, 10.581638626526093 -15.365964201388712, 10.493869672652446 -14.059092618466805, 10.486813131123853 -12.901131762372007, 11.05522765091358 -12.560993049279688, 11.471800585940194 -11.232449493455087, 10.919308508738398 -9.657100341918502, 11.221014780198528 -8.601698477270922, 10.694384284637321 -7.066842800664607, 11.033736753239783 -6.008590362777289, 10.486510876617691 -4.48775945827172, 10.836225226854284 -3.4090803709541966, 10.278851929516026 -1.9094594828884883, 10.63847656077876 -0.8087305588199167, 10.07148703648604 0.6680119377753062, 10.438955835283714 1.7886819102871765, 10.175996424447854 3.2277395439825343, 10.308391361406988 5.2233526278912334, 10.083413943939311 6.28500372098262, 10.054338830322367 7.811331103261974, 9.803966898886456 8.870100393366283, 9.806636892336517 10.39908542117142, 9.551849128324774 11.424943209452671, 10.292276930225086 12.548504515410343, 10.529418624198213 14.534395705022593, 10.287267316708759 15.642631940368082, 9.550678662694967 17.178989437200187, 9.56926599473949 18.142190281336887, 8.66213203046603 19.483597526190646)",POINT (8.740918824977893 20)
